厦门市：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101458/202103/fada82781619468c933f55f4015b3d22.shtml
新疆维吾尔自治区：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101478/202103/6e4a329bc6f142249b3f5b083af5c6da.shtml
陕西省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101474/202103/ff1796ad28124b978040980bbbb3c4d4.shtml
云南省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101472/202103/6a92e8ef2c394cc69253ca68bc659059.shtml
四川省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101470/202103/d34e829b9568439ebac94459282a6935.shtml
重庆市：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101469/202103/09c3d93c534b4d3895f0d1c3c7e7ec98.shtml
广西壮族自治区：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101467/202103/cc3cb6a6c30543ee9d0ced3c798900ef.shtml
深圳市：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101466/202103/036034ab31bb491fa8efa2b79d3b428e.shtml
广东省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101465/202103/8594350c7bb44b288065333cf103e184.shtml
湖南省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101464/202103/8219206b9951427ea4bc3970010e1469.shtml
河南省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101462/202103/9b71e857f1124f6896c3171d7ab40f8a.shtml
青岛市：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101461/202103/1d7c2665eb894e5ea4b0978bdb56abb4.shtml
山东省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101460/202103/353a7d19c257486882e25074f9721029.shtml
江西省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101459/202103/4ac87449d0934e8587e40008d16d7c38.shtml
福建省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101457/202103/d1ab1a1f7c8c46d79ce9975e47de0aa5.shtml
安徽省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101456/202103/7e44cc92ab744f87a27ffbda96d8ecdb.shtml
宁波市：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101455/202103/6b30721ad9a84e8aaa88d5a22532bfd6.shtml
浙江省：关于2020年高新技术企业补充备案的复函,http://www.innocom.gov.cn/gqrdw/c101454/202103/796609b9810d49d5ab85def93ff1caf1.shtml
关于四川省2021年第一批高新技术企业更名通过企业的公告,http://www.innocom.gov.cn/gqrdw/c101513/202106/2059acc6b6f248daa8e05ec6c7be650f.shtml
关于公示山东省2021年第一批拟更名高新技术企业名单的通知,http://www.innocom.gov.cn/gqrdw/c101503/202106/3b9e94dd9db24e14b32e559659605cb8.shtml
关于公示安徽省2021年第一批拟更名高新技术企业名单的通知,http://www.innocom.gov.cn/gqrdw/c101499/202106/46d58182ff34481e894127a126a19ca9.shtml
关于公布河北省2021年第一批第二批更名高新技术企业的通知,http://www.innocom.gov.cn/gqrdw/c101488/202105/261d8f10c7b44d10be0def6e3d1b85bf.shtml
关于公布山西省2021年第一批高新技术企业更名名单的通知,http://www.innocom.gov.cn/gqrdw/c101489/202105/d243a75a4b2e413db13827b2f08dd3e7.shtml
关于公布2021年第一批高新技术企业名称变更的通知,http://www.innocom.gov.cn/gqrdw/c101509/202105/7a8c7d5c8694487e8f8a35b1d14b44a1.shtml
关于公布广西壮族自治区2021年第一批通过更名高新技术企业名单的公告,http://www.innocom.gov.cn/gqrdw/c101510/202105/3dd80da0c9e54f739dad38ec17bee2e5.shtml
关于同意江西省2021年第二批名称变更高新技术企业名单的通知,http://www.innocom.gov.cn/gqrdw/c101502/202105/c200614401e54a48ae8d9a847e0ac6aa.shtml
关于吉林省2021年第一批高新技术企业更名的公告,http://www.innocom.gov.cn/gqrdw/c101493/202105/2a96b5946bfc4a6fa1c10971f60c08d3.shtml
关于陕西省2021年第一批更名高新技术企业名单的公告,http://www.innocom.gov.cn/gqrdw/c101517/202104/1d289e532c284a5282cd4470ac7c85b3.shtml
关于江西省2020年第二批高新技术企业更名、异地搬迁通过的公告,http://www.innocom.gov.cn/gqrdw/c101574/202104/3c263d0e9a4143beba0efa4ced9561f4.shtml
关于同意江苏省2020年第三批高新技术企业更名的公告,http://www.innocom.gov.cn/gqrdw/c101496/202104/5bf03be8a20a4ea889d0ee3917f8a5b4.shtml
关于黑龙江省2021年第一批高新技术企业更名公告,http://www.innocom.gov.cn/gqrdw/c101494/202103/f521be5882e641679c8b60154e33e5dc.shtml
关于甘肃省2021年第二批高新技术企业更名的公告,http://www.innocom.gov.cn/gqrdw/c101518/202103/a77f49cc93c74874ba458ebf17ffbb18.shtml
关于公布湖北省2020年第二批更名高新技术企业名单的通知,http://www.innocom.gov.cn/gqrdw/c101506/202102/c0f128adb7cd4128a1d4fa26663744af.shtml
关于甘肃省2021年第一批高新技术企业更名的公告,http://www.innocom.gov.cn/gqrdw/c101518/202101/e9b23f3b3d724ef3933f54316283d6ac.shtml
关于吉林省2020年第四批高新技术企业更名的公告,http://www.innocom.gov.cn/gqrdw/c101493/202101/6ce996ccd76f4b859d84c835084efc21.shtml
关于取消北京伟鹏华盈电子有限公司高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101522/202105/2c580cb0b913441387146304ce318507.shtml
关于取消绵阳华通磁件技术有限公司高新技术企业资格的通知,http://www.innocom.gov.cn/gqrdw/c101549/202105/be078c9fc195440bae5c86a9152be45e.shtml
关于取消河北韩美生物科技有限公司等6家企业高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101524/202105/dbd6de54e09646078a5fab98d8d75570.shtml
关于取消丰城市华丰金属制品有限责任公司高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101538/202105/6eb3dcf76327446da0f8663ba48f9d0c.shtml
关于取消南京鹏万达照明有限公司高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101532/202104/c97e2a1674624073a00587b0c0ee1f3f.shtml
关于取消北京嘉成天丰科技有限公司等9家企业高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101522/202104/d2f6de7c47f3442ca53cac7bf4ea5ba9.shtml
关于取消北京亦心永昌科技发展有限公司和北京尤莱特通信技术有限公司高新技...,http://www.innocom.gov.cn/gqrdw/c101522/202104/495bc7a791a14490bd228759299226c8.shtml
关于追溯取消辽宁爱沃格林节能技术有限公司高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101527/202104/00a1bac4d0574dfe85f96ca765121e98.shtml
关于取消北京确信科技有限公司等7家企业高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101522/202103/8b41aabf2cfa406dbcbeee462a07be98.shtml
关于取消承德味来食品有限公司等44家企业高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101524/202103/cb5133ce4e6f42d78342f2606e2f07fb.shtml
关于取消上海欣辰通金融电子科技有限公司等19家企业高新技术企业资格的通知,http://www.innocom.gov.cn/gqrdw/c101531/202103/3e3f1b6014e9454e83b6f7867d0b7b43.shtml
关于取消苏州膜海分离技术有限公司高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101532/202103/80dd16c246dd4d499e556db3c2a781a2.shtml
关于取消江苏闳业机械股份有限公司高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101532/202103/8f4c942f8fef4cebb0ef69c7d1b1c0b2.shtml
关于取消安徽中知众创知识产权运营有限公司高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101535/202103/9cd39ab733cd49c39ec1c52de8673876.shtml
关于取消北京盛凯旋宝源科技有限公司等18家企业高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101522/202102/186a8c372e1040bea8dd97e4509f595e.shtml
关于取消北京睿聪达软件科技有限公司等54家企业高新技术企业资格的公告,http://www.innocom.gov.cn/gqrdw/c101522/202102/6c3ef59858f24e72812cc585100cbe42.shtml
关于取消深圳市合鑫合油墨科技有限公司高新技术企业资格的通知,http://www.innocom.gov.cn/gqrdw/c101545/202102/6f095279d13649019e69e90cc0c4caf9.shtml
关于取消福建省软众数字科技股份有限公司高新技术企业资格的通知,http://www.innocom.gov.cn/gqrdw/c101536/202102/18dc7b2740c2464d9411412a9d94dbca.shtml
关于福建海医汇医疗科技有限公司高新技术企业资格继续有效的公告,http://www.innocom.gov.cn/gqrdw/c101573/202105/9121de77458a44cfa21dbe2bdb8a1812.shtml
关于广东省2021年第一批整体异地搬迁高新技术企业资格继续有效名单的公告,http://www.innocom.gov.cn/gqrdw/c101580/202105/fd0cd67906d04df8ad8fc8ef23b28c42.shtml
关于青岛以萨技术股份有限公司高新技术企业资格继续有效的公告,http://www.innocom.gov.cn/gqrdw/c101576/202105/72cc0f68facd482e8ea30ab2bacbc2de.shtml
关于瑞银信支付技术有限公司等17家高新技术企业资格继续有效的通知,http://www.innocom.gov.cn/gqrdw/c101575/202105/b0e2489edbfb4d88bd228dd43d3e48d6.shtml
关于公布浙江省2021年第二批异地整体搬迁高新技术企业资格继续有效名单的通...,http://www.innocom.gov.cn/gqrdw/c101569/202105/c0b997ea96ae428594d532973b1d857a.shtml
